source,title,author,price,tags,image,url,ai_caption,primary_hex,primary_descriptor,ai_palette,image_confidence
Lapa Ninja (Post),Cassandre Levrard,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/cassandrelevrard-thumb.jpg,https://www.lapa.ninja/post/cassandrelevrard/,Minimalist portfolio showcasing a serene mood with a neutral color palette and clean layout.,,neutral tones,"[""#f0f0f0"", ""#cccccc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),Things Inc,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/things-inc-thumb.jpg,https://www.lapa.ninja/post/things-inc/,"Minimalist design with a neutral palette and spacious layout, emphasizing simplicity.",,neutral tones,"[""#f5f5f5"", ""#e0e0e0"", ""#ffffff"", ""#cccccc""]",0.5
Lapa Ninja (Post),Jaffa,FOOD DRINKS,,,https://cdn.lapa.ninja/assets/images/1x/jaffa-thumb.jpg,https://www.lapa.ninja/post/jaffa/,Inviting food post with warm tones and a simple layout emphasizing the dish.,,warm beige,"[""#f5e1b2"", ""#d9b48c"", ""#c6a76b"", ""#a67c4d""]",0.5
Lapa Ninja (Post),Moved Network,BLOCKCHAIN,,,https://cdn.lapa.ninja/assets/images/1x/moved-network-thumb.jpg,https://www.lapa.ninja/post/moved-network/,"Minimalist layout with a neutral tone, featuring a clean design and subtle visual elements.",,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#999999""]",0.5
Lapa Ninja (Post),Prand,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/prand-thumb.jpg,https://www.lapa.ninja/post/prand/,Minimalist design showcasing a serene mood with a clean layout and soft color tones.,,soft neutral,"[""#f0f0f0"", ""#ffffff"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),Arch Agency,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/arch-agency-thumb.jpg,https://www.lapa.ninja/post/arch-agency/,"Modern agency site with a clean layout and neutral tones, emphasizing professionalism.",,neutral gray,"[""#f0f0f0"", ""#cccccc"", ""#333333"", ""#ffffff""]",0.5
Lapa Ninja (Post),Clim Studio,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/studioclim-2-thumb.jpg,https://www.lapa.ninja/post/studioclim-2/,Minimalist studio website with a serene mood and neutral color tones.,,neutral gray,"[""#f0f0f0"", ""#cccccc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),Rhythm Influence,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/rhythminfluence-thumb.jpg,https://www.lapa.ninja/post/rhythminfluence/,Minimalist design with a rhythmic layout and a neutral color tone.,,neutral,"[""#ffffff"", ""#f0f0f0"", ""#e0e0e0"", ""#d0d0d0""]",0.5
Lapa Ninja (Post),Shareio,SAAS,,,https://cdn.lapa.ninja/assets/images/1x/shareio-thumb.jpg,https://www.lapa.ninja/post/shareio/,Minimalist SaaS interface with a clean layout and a neutral color tone.,,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#999999""]",0.5
Lapa Ninja (Post),Idol,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/idol-partners-thumb.jpg,https://www.lapa.ninja/post/idol-partners/,Modern layout with a vibrant color scheme and engaging visual elements.,,bright and dynamic,"[""#ff6f61"", ""#6b5b95"", ""#88b04b"", ""#f7cac9""]",0.5
Lapa Ninja (Post),Lens,WEB3,,,https://cdn.lapa.ninja/assets/images/1x/lens-2-thumb.jpg,https://www.lapa.ninja/post/lens-2/,"Minimalist design with a neutral tone and clean layout, emphasizing simplicity.",,neutral gray,"[""#f0f0f0"", ""#cccccc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),Purée Maison,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/pureemaison-thumb.jpg,https://www.lapa.ninja/post/pureemaison/,"Elegant food website with warm beige tones and a clean, minimal layout.",,warm beige,"[""#f5f5dc"", ""#fff8e1"", ""#d9c9a3"", ""#e0cda9""]",0.5
Lapa Ninja (Post),Gone Fishing Studio,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/gonefishing-studio-2-thumb.jpg,https://www.lapa.ninja/post/gonefishing-studio-2/,Relaxed studio website with a serene color tone and minimalistic layout.,,calm neutral,"[""#f0f0f0"", ""#d9d9d9"", ""#ffffff"", ""#b0b0b0""]",0.5
Lapa Ninja (Post),Huey Lightshop,ECOMMERCE,,,https://cdn.lapa.ninja/assets/images/1x/hueylightshop-thumb.jpg,https://www.lapa.ninja/post/hueylightshop/,Bright and inviting lightshop layout with a warm beige palette and minimalistic design elements.,,warm beige,"[""#f5f5dc"", ""#ffffff"", ""#d3d3d3"", ""#ffebcd""]",0.5
Lapa Ninja (Post),Vic Rojo,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/vicrojo-thumb.jpg,https://www.lapa.ninja/post/vicrojo/,Minimalist design showcasing a warm beige palette with a clean layout.,,warm beige,"[""#f5f5dc"", ""#dcdcdc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),Kurate Music,MUSIC,,,https://cdn.lapa.ninja/assets/images/1x/kuratemusic-thumb.jpg,https://www.lapa.ninja/post/kuratemusic/,Energetic music platform with vibrant tones and a dynamic layout.,,vibrant,"[""#ff5733"", ""#33c1ff"", ""#ff33a1"", ""#f3ff33""]",0.5
Lapa Ninja (Post),Eric Hu Studio,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/erichu-2-thumb.jpg,https://www.lapa.ninja/post/erichu-2/,Minimalist studio showcase with a neutral palette and clean layout.,,neutral tones,"[""#f5f5f5"", ""#cccccc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),CAHU,ECOMMERCE,,,https://cdn.lapa.ninja/assets/images/1x/cahuparis-thumb.jpg,https://www.lapa.ninja/post/cahuparis/,Elegant e-commerce site with a minimalist layout and soft neutral tones.,,soft neutral,"[""#f5f5f5"", ""#ffffff"", ""#e0e0e0"", ""#d1cfcf""]",0.5
Lapa Ninja (Post),Ava Protocol,DEFI,,,https://cdn.lapa.ninja/assets/images/1x/avaprotocol-thumb.jpg,https://www.lapa.ninja/post/avaprotocol/,"Tech-focused layout with a sleek, modern vibe and a cool color tone.",,cool gray,"[""#f0f0f0"", ""#cccccc"", ""#333333"", ""#007acc""]",0.5
Lapa Ninja (Post),neil.graphics,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/neil-thumb.jpg,https://www.lapa.ninja/post/neil/,Minimalist portfolio showcasing a clean layout with a neutral color tone.,,neutral,"[""#ffffff"", ""#f0f0f0"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Beepy Bella,FASHION,,,https://cdn.lapa.ninja/assets/images/1x/beepybella-thumb.jpg,https://www.lapa.ninja/post/beepybella/,Playful and whimsical design with a bright color palette and engaging layout.,,vibrant and playful,"[""#ffcc00"", ""#ff6699"", ""#66ccff"", ""#ffccff""]",0.5
Lapa Ninja (Post),Modal,SAAS,,,https://cdn.lapa.ninja/assets/images/1x/modal-thumb.jpg,https://www.lapa.ninja/post/modal/,Minimalist modal design with a clean layout and soft color tones.,,soft gray,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#e0e0e0""]",0.5
Lapa Ninja (Post),Attio,SAAS,,,https://cdn.lapa.ninja/assets/images/1x/attio-2-thumb.jpg,https://www.lapa.ninja/post/attio-2/,"Modern SaaS interface with a clean layout and neutral tones, emphasizing usability.",,neutral tones,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#333333""]",0.5
Lapa Ninja (Post),Mitchell Eaton,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/mitchelleaton-thumb.jpg,https://www.lapa.ninja/post/mitchelleaton/,Minimalist portfolio showcasing a modern aesthetic with a neutral color tone and clean layout.,,neutral,"[""#ffffff"", ""#f0f0f0"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Treize grammes,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/13g-thumb.jpg,https://www.lapa.ninja/post/13g/,Minimalist design with a neutral palette and a clean layout emphasizing simplicity.,,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),Clark Hosting,HOSTING,,,https://cdn.lapa.ninja/assets/images/1x/hostwithclark-thumb.jpg,https://www.lapa.ninja/post/hostwithclark/,Minimalist hosting site with a clean layout and neutral tones.,,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#333333""]",0.5
Lapa Ninja (Post),eBay Playbook,DESIGN TOOLS,,,https://cdn.lapa.ninja/assets/images/1x/playbook-ebay-thumb.jpg,https://www.lapa.ninja/post/playbook-ebay/,Informative playbook layout with a neutral tone and structured presentation.,,neutral,"[""#f0f0f0"", ""#cccccc"", ""#333333"", ""#ffffff""]",0.5
Lapa Ninja (Post),P448,FASHION,,,https://cdn.lapa.ninja/assets/images/1x/p448-thumb.jpg,https://www.lapa.ninja/post/p448/,Trendy fashion post featuring a modern layout with a neutral color tone and stylish imagery.,,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#d9d9d9"", ""#000000""]",0.5
Lapa Ninja (Post),ChainGPT Labs,3D WEBSITES,,,https://cdn.lapa.ninja/assets/images/1x/chaingpt-labs-thumb.jpg,https://www.lapa.ninja/post/chaingpt-labs/,"Futuristic design with a tech vibe, featuring a dark palette and clean layout.",,dark gray,"[""#000000"", ""#1a1a1a"", ""#ffffff"", ""#ffcc00""]",0.5
Lapa Ninja (Post),27b,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/27-b-thumb.jpg,https://www.lapa.ninja/post/27-b/,"Minimalist design with a neutral tone and clean layout, emphasizing simplicity.",,neutral,"[""#ffffff"", ""#f0f0f0"", ""#e0e0e0"", ""#d0d0d0""]",0.5
Lapa Ninja (Post),bella,ECOMMERCE,,,https://cdn.lapa.ninja/assets/images/1x/bellakitchenware-thumb.jpg,https://www.lapa.ninja/post/bellakitchenware/,Elegant kitchenware showcase with a warm beige palette and minimalistic layout.,,warm beige,"[""#f5f5dc"", ""#dcdcdc"", ""#ffffff"", ""#c0c0c0""]",0.5
Lapa Ninja (Post),Rains,FASHION,,,https://cdn.lapa.ninja/assets/images/1x/rains-3-thumb.jpg,https://www.lapa.ninja/post/rains-3/,"Minimalist fashion post with a cool tone and clean layout, emphasizing modern aesthetics.",,cool gray,"[""#d1d1d1"", ""#ffffff"", ""#000000"", ""#a0a0a0""]",0.5
Lapa Ninja (Post),Artemisa Beauty,BEAUTY,,,https://cdn.lapa.ninja/assets/images/1x/artemisabeauty-thumb.jpg,https://www.lapa.ninja/post/artemisabeauty/,"Elegant beauty site with a soft, warm palette and minimalistic layout.",,soft beige,"[""#f5f5dc"", ""#e0cda9"", ""#d9c6a0"", ""#c2b280""]",0.5
Lapa Ninja (Post),Sundae Creative,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/sundaecreative-thumb.jpg,https://www.lapa.ninja/post/sundaecreative/,Playful creative agency site with vibrant colors and a dynamic layout.,,bright and playful,"[""#ff6f61"", ""#6b5b95"", ""#88b04b"", ""#f7cac9""]",0.5
Lapa Ninja (Post),Wodniack,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/wodniack-thumb.jpg,https://www.lapa.ninja/post/wodniack/,Minimalist portfolio layout with a serene tone and subtle color accents.,,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#e0e0e0"", ""#d0d0d0""]",0.5
Lapa Ninja (Post),OrbitX,FINTECH,,,https://cdn.lapa.ninja/assets/images/1x/orbitxpay-thumb.jpg,https://www.lapa.ninja/post/orbitxpay/,Modern fintech interface with a sleek layout and a cool color tone.,,cool gray,"[""#f0f0f0"", ""#cccccc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),The Coding Train,EDUCATION,,,https://cdn.lapa.ninja/assets/images/1x/thecodingtrain-thumb.jpg,https://www.lapa.ninja/post/thecodingtrain/,"Educational site with a vibrant palette and a clean, structured layout.",,bright and engaging,"[""#ffcc00"", ""#00aaff"", ""#ff6699"", ""#ffffff""]",0.5
Lapa Ninja (Post),Wild Thingz,FOOD DRINKS,,,https://cdn.lapa.ninja/assets/images/1x/wildthingz-thumb.jpg,https://www.lapa.ninja/post/wildthingz/,Playful food blog post with vibrant colors and a casual layout.,,bright and playful,"[""#ffcc00"", ""#ff5733"", ""#33ccff"", ""#ff33a1""]",0.5
Lapa Ninja (Post),By Hollie Arnett,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/byholliearnett-thumb.jpg,https://www.lapa.ninja/post/byholliearnett/,"Minimalist portfolio layout with a soft, neutral tone and clean design elements.",,soft neutral,"[""#f0f0f0"", ""#ffffff"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),Browserbase,SAAS,,,https://cdn.lapa.ninja/assets/images/1x/browserbase-thumb.jpg,https://www.lapa.ninja/post/browserbase/,Minimalist SaaS landing page with a clean layout and neutral tones.,,neutral gray,"[""#f5f5f5"", ""#ffffff"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),DoThings,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/dothingsnyc-2-thumb.jpg,https://www.lapa.ninja/post/dothingsnyc-2/,"Modern website with a vibrant color palette and a clean, minimal layout.",,bright and energetic,"[""#ff6f61"", ""#6b5b95"", ""#88b04b"", ""#f7cac9""]",0.5
Lapa Ninja (Post),Social Impact Capital,VENTURES,,,https://cdn.lapa.ninja/assets/images/1x/social-impact-capital-thumb.jpg,https://www.lapa.ninja/post/social-impact-capital/,"Professional layout with a neutral tone, emphasizing social impact through clean design.",,neutral,"[""#f0f0f0"", ""#ffffff"", ""#000000"", ""#007bff""]",0.5
Lapa Ninja (Post),FABRIC,VENTURES,,,https://cdn.lapa.ninja/assets/images/1x/fabric-vc-2-thumb.jpg,https://www.lapa.ninja/post/fabric-vc-2/,Minimalist design showcasing fabric with a neutral palette and clean layout.,,neutral tones,"[""#f5f5f5"", ""#dcdcdc"", ""#ffffff"", ""#cccccc""]",0.5
Lapa Ninja (Post),Writing Examples,EDUCATION,,,https://cdn.lapa.ninja/assets/images/1x/writingexamples-thumb.jpg,https://www.lapa.ninja/post/writingexamples/,Informative education post with a clean layout and neutral tones.,,neutral,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#333333""]",0.5
Lapa Ninja (Post),expand.ai,DEVELOPMENT TOOLS,,,https://cdn.lapa.ninja/assets/images/1x/expand-thumb.jpg,https://www.lapa.ninja/post/expand/,Minimalist development tool site with a clean layout and neutral tones.,,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#333333""]",0.5
Lapa Ninja (Post),Index,SAAS,,,https://cdn.lapa.ninja/assets/images/1x/index-app-thumb.jpg,https://www.lapa.ninja/post/index-app/,Minimalist SaaS interface with a clean layout and neutral color tones.,,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#333333""]",0.5
Lapa Ninja (Post),BRĒZ,FOOD DRINKS,,,https://cdn.lapa.ninja/assets/images/1x/drinkbrez-2-thumb.jpg,https://www.lapa.ninja/post/drinkbrez-2/,Refreshing beverage showcase with a vibrant color palette and clean layout.,,bright and fresh,"[""#ffffff"", ""#f0f0f0"", ""#ffcc00"", ""#ff6699""]",0.5
Lapa Ninja (Post),One Manor Place,HEALTH FITNESS,,,https://cdn.lapa.ninja/assets/images/1x/omp-thumb.jpg,https://www.lapa.ninja/post/omp/,"Elegant fitness site with a serene layout and a soft, neutral color tone.",,soft neutral,"[""#f0f0f0"", ""#d9d9d9"", ""#ffffff"", ""#cccccc""]",0.5
Lapa Ninja (Post),FISK,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/fiskprojects-thumb.jpg,https://www.lapa.ninja/post/fiskprojects/,Minimalist design showcasing a serene mood with a clean layout and soft color tones.,,soft neutral,"[""#f0f0f0"", ""#d9d9d9"", ""#ffffff"", ""#cccccc""]",0.5
Lapa Ninja (Post),NOBL,CORPORATE,,,https://cdn.lapa.ninja/assets/images/1x/nobl-thumb.jpg,https://www.lapa.ninja/post/nobl/,"Modern corporate site with a clean layout and neutral tones, emphasizing professionalism.",,neutral gray,"[""#f0f0f0"", ""#cccccc"", ""#333333"", ""#ffffff""]",0.5
Lapa Ninja (Post),HeroKit,DESIGN TOOLS,,,https://cdn.lapa.ninja/assets/images/1x/herokit-thumb.jpg,https://www.lapa.ninja/post/herokit/,Minimalist design tool showcase with a clean layout and neutral tones.,,neutral,"[""#ffffff"", ""#f0f0f0"", ""#e0e0e0"", ""#d0d0d0""]",0.5
Lapa Ninja (Post),Davide Baratta,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/davidebaratta-2-thumb.jpg,https://www.lapa.ninja/post/davidebaratta-2/,Minimalist portfolio showcasing a serene aesthetic with a neutral color palette.,,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),Valentin Cheval,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/valentincheval-thumb.jpg,https://www.lapa.ninja/post/valentincheval/,Minimalist portfolio showcasing a serene mood with a neutral color palette and clean layout.,,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),Fabric,SAAS,,,https://cdn.lapa.ninja/assets/images/1x/fabric-so-2-thumb.jpg,https://www.lapa.ninja/post/fabric-so-2/,Soft textile showcase with a neutral palette and minimalistic layout.,,neutral beige,"[""#f5f5f5"", ""#dcdcdc"", ""#ffffff"", ""#c0c0c0""]",0.5
Lapa Ninja (Post),Oakâme,ECOMMERCE,,,https://cdn.lapa.ninja/assets/images/1x/oakame-thumb.jpg,https://www.lapa.ninja/post/oakame/,Serene e-commerce site with a soft color palette and minimalistic layout.,,soft neutral,"[""#f0f0f0"", ""#d9d9d9"", ""#ffffff"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),Genway,ARTIFICIAL INTELLIGENCE,,,https://cdn.lapa.ninja/assets/images/1x/genway-thumb.jpg,https://www.lapa.ninja/post/genway/,"Minimalist design with a neutral tone and clean layout, emphasizing simplicity.",,neutral gray,"[""#f0f0f0"", ""#cccccc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),shoyokoko,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/shoyokoko-thumb.jpg,https://www.lapa.ninja/post/shoyokoko/,"Minimalist portfolio site with a serene mood and neutral tones, featuring a clean layout.",,neutral tones,"[""#f0f0f0"", ""#cccccc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),Otherlife,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/otherlife-thumb.jpg,https://www.lapa.ninja/post/otherlife/,"Ethereal design with a serene mood, featuring a minimalist layout and soft color tones.",,soft pastel,"[""#f0f4f8"", ""#e0e7ef"", ""#cfd8e3"", ""#b0c4de""]",0.5
Lapa Ninja (Post),Humane Ai Pin,WEARABLE,,,https://cdn.lapa.ninja/assets/images/1x/humane-thumb.jpg,https://www.lapa.ninja/post/humane/,Innovative wearable tech showcase with a sleek layout and neutral color tones.,,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#cccccc"", ""#000000""]",0.5
Lapa Ninja (Post),Warp,SOFTWARE,,,https://cdn.lapa.ninja/assets/images/1x/warp-thumb.jpg,https://www.lapa.ninja/post/warp/,"Minimalist design with a sleek layout and a cool, muted color tone.",,cool gray,"[""#cccccc"", ""#999999"", ""#666666"", ""#333333""]",0.5
Lapa Ninja (Post),PARADOX Series,FURNITURE INTERIORS,,,https://cdn.lapa.ninja/assets/images/1x/paradox-series-thumb.jpg,https://www.lapa.ninja/post/paradox-series/,Minimalist design showcasing a serene mood with neutral tones and a clean layout.,,neutral tones,"[""#f5f5f5"", ""#cccccc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),Onward,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/thisisonward-2-thumb.jpg,https://www.lapa.ninja/post/thisisonward-2/,"Minimalist design with a serene mood, featuring a soft color palette and spacious layout.",,soft neutral,"[""#f0f0f0"", ""#d9d9d9"", ""#ffffff"", ""#cccccc""]",0.5
Lapa Ninja (Post),Kreatives,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/kreatives-thumb.jpg,https://www.lapa.ninja/post/kreatives/,Creative showcase with a vibrant palette and a grid layout emphasizing visual elements.,,vibrant,"[""#ff6f61"", ""#6b5b95"", ""#88b04b"", ""#f7cac9""]",0.5
Lapa Ninja (Post),Jack Redley Design,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/jackredley-thumb.jpg,https://www.lapa.ninja/post/jackredley/,Minimalist portfolio showcasing a clean layout with a neutral color tone.,,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Leya,BUSINESS,,,https://cdn.lapa.ninja/assets/images/1x/leya-thumb.jpg,https://www.lapa.ninja/post/leya/,"Minimalist design with a serene mood, featuring a soft color palette and clean layout.",,soft neutral,"[""#f0f0f0"", ""#ffffff"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),Granola,PRODUCTIVITY,,,https://cdn.lapa.ninja/assets/images/1x/granola-thumb.jpg,https://www.lapa.ninja/post/granola/,"Casual lifestyle post featuring warm beige tones and a simple, clean layout.",,warm beige,"[""#f5f5dc"", ""#d2b48c"", ""#fff8dc"", ""#deb887""]",0.5
Lapa Ninja (Post),Kino,APP,,,https://cdn.lapa.ninja/assets/images/1x/shotwithkino-thumb.jpg,https://www.lapa.ninja/post/shotwithkino/,"Minimalist design with a neutral palette and a clean, spacious layout.",,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),Front,SAAS,,,https://cdn.lapa.ninja/assets/images/1x/front-2-thumb.webp,https://www.lapa.ninja/post/front/,"Minimalist layout with a serene mood, featuring a soft color palette and clean lines.",,soft neutral,"[""#f0f0f0"", ""#ffffff"", ""#e0e0e0"", ""#d0d0d0""]",0.5
Lapa Ninja (Post),Checkmyfile,FINANCE,,,https://cdn.lapa.ninja/assets/images/1x/checkmyfile-thumb.webp,https://www.lapa.ninja/post/checkmyfile/,Professional finance site with a clean layout and a muted color palette.,,neutral tones,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#333333""]",0.5
Lapa Ninja (Post),Podia,SAAS,,,https://cdn.lapa.ninja/assets/images/1x/podia-thumb.webp,https://www.lapa.ninja/post/podia/,"Minimalist SaaS site with a clean layout and neutral tones, emphasizing usability.",,neutral gray,"[""#f5f5f5"", ""#ffffff"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Gev,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/gev-thumb.webp,https://www.lapa.ninja/post/gev/,Minimalist portfolio layout with a neutral tone and clean design elements.,,neutral,"[""#ffffff"", ""#f0f0f0"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Monkey Talkie,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/monkeytalkie-thumb.webp,https://www.lapa.ninja/post/monkeytalkie/,Playful design with a vibrant color palette and whimsical layout elements.,,bright and playful,"[""#ffcc00"", ""#ff6699"", ""#66ccff"", ""#ffcc66""]",0.5
Lapa Ninja (Post),Busy Status Bar,ECOMMERCE,,,https://cdn.lapa.ninja/assets/images/1x/busy-bar-thumb.webp,https://www.lapa.ninja/post/busy-bar/,Dynamic status bar design with a vibrant color scheme and engaging layout.,,bright and energetic,"[""#ffcc00"", ""#ff5733"", ""#33ccff"", ""#ffffff""]",0.5
Lapa Ninja (Post),Polkadot,WEB3,,,https://cdn.lapa.ninja/assets/images/1x/polkadot-thumb.webp,https://www.lapa.ninja/post/polkadot/,"Minimalist layout with a playful mood, featuring a vibrant color palette and rounded elements.",,playful,"[""#ffcc00"", ""#ff6699"", ""#66ccff"", ""#ffffff""]",0.5
Lapa Ninja (Post),DivBlockers,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/divblockers-thumb.webp,https://www.lapa.ninja/post/divblockers/,"Minimalist layout with a neutral tone, featuring a clean design and subtle visual elements.",,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#999999""]",0.5
Lapa Ninja (Post),Buddy,DEVELOPMENT TOOLS,,,https://cdn.lapa.ninja/assets/images/1x/buddy-works-2-thumb.webp,https://www.lapa.ninja/post/buddy-works-2/,"Minimalist design with a neutral tone and a clean layout, emphasizing functionality.",,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#999999""]",0.5
Lapa Ninja (Post),August Health,HEALTH FITNESS,,,https://cdn.lapa.ninja/assets/images/1x/augusthealth-thumb.webp,https://www.lapa.ninja/post/augusthealth/,"Health-focused layout with a serene palette and clean, minimal design elements.",,calm green,"[""#a8e6cf"", ""#dcedc1"", ""#ffd3b6"", ""#ffaaa5""]",0.5
Lapa Ninja (Post),Mach Studio,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/mach-studio-thumb.webp,https://www.lapa.ninja/post/mach-studio/,Modern studio showcase with a neutral palette and minimalistic layout.,,neutral tones,"[""#f5f5f5"", ""#cccccc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),Vazzi,FOOD DRINKS,,,https://cdn.lapa.ninja/assets/images/1x/vazzi-thumb.webp,https://www.lapa.ninja/post/vazzi/,Minimalist food blog layout with warm tones and a focus on imagery.,,warm beige,"[""#f5f5dc"", ""#d2b48c"", ""#fff8dc"", ""#deb887""]",0.5
Lapa Ninja (Post),Mathieu Crepel,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/mathieu-crepel-thumb.webp,https://www.lapa.ninja/post/mathieu-crepel/,Minimalist portfolio layout with a serene mood and a focus on clean design elements.,,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Unichain,DEFI,,,https://cdn.lapa.ninja/assets/images/1x/unichain-thumb.webp,https://www.lapa.ninja/post/unichain/,"Minimalist design with a neutral palette and clean layout, emphasizing clarity and simplicity.",,neutral,"[""#ffffff"", ""#f0f0f0"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Jonathan Grado,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/jonathangrado-thumb.webp,https://www.lapa.ninja/post/jonathangrado/,Minimalist portfolio showcasing a modern aesthetic with a neutral color palette.,,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),GP Communication,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/gaelleperrin-thumb.webp,https://www.lapa.ninja/post/gaelleperrin/,Minimalist design showcasing a serene mood with a soft color palette and clean layout.,,soft neutral,"[""#f0f0f0"", ""#ffffff"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),Diana Toloza,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/dianatoloza-thumb.webp,https://www.lapa.ninja/post/dianatoloza/,Minimalist portfolio showcasing a serene mood with a neutral color palette and clean layout.,,neutral tones,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#999999""]",0.5
Lapa Ninja (Post),Arcade AI,ARTIFICIAL INTELLIGENCE,,,https://cdn.lapa.ninja/assets/images/1x/arcade-ai-thumb.webp,https://www.lapa.ninja/post/arcade-ai/,Playful AI interface with vibrant colors and a dynamic layout.,,bright and playful,"[""#ff5733"", ""#33c1ff"", ""#ffcc00"", ""#4caf50""]",0.5
