source,title,url,image,dominant_colors,color_weights,primary_hex,primary_descriptor,elements,mood_keywords,confidence
Lapa Ninja (Post),Sons & Daughters,https://www.lapa.ninja/post/sonsanddaughters/,https://cdn.lapa.ninja/assets/images/1x/sonsanddaughters-thumb.jpg,"[""#ede6db"", ""#c6c2bb""]","{""#ede6db"": 0.5167, ""#c6c2bb"": 0.2015}",#ede6db,light muted orange,"large typography, split screen, grid layout, sidebar, search bar, video background","minimal, modern, creative",0.75
Lapa Ninja (Post),Jasper,https://www.lapa.ninja/post/jasper/,https://cdn.lapa.ninja/assets/images/1x/jasper-thumb.jpg,"[""#fefdfd"", ""#f5d9c2""]","{""#fefdfd"": 0.6086, ""#f5d9c2"": 0.1615}",#fefdfd,light neutral,"pricing cards, rounded buttons, sidebar, grid layout, feature list, video background","minimal, modern, professional",0.75
Lapa Ninja (Post),Magma,https://www.lapa.ninja/post/magmamusicagency/,https://cdn.lapa.ninja/assets/images/1x/magmamusicagency-thumb.jpg,"[""#030302"", ""#2c2311""]","{""#030302"": 0.4257, ""#2c2311"": 0.2401}",#030302,dark neutral,"split screen, video background, search bar, avatar, sidebar, large typography","modern, creative, trustworthy",0.71
Lapa Ninja (Post),Halo,https://www.lapa.ninja/post/halodental/,https://cdn.lapa.ninja/assets/images/1x/halodental-thumb.jpg,"[""#f4f1ee"", ""#070707""]","{""#f4f1ee"": 0.4562, ""#070707"": 0.3286}",#f4f1ee,light neutral,"large typography, rounded buttons, sidebar, hero image, search bar, split screen","futuristic, minimal, bold",0.73
Lapa Ninja (Post),HOLIDAYS,https://www.lapa.ninja/post/holidays/,https://cdn.lapa.ninja/assets/images/1x/holidays-thumb.jpg,"[""#101417"", ""#dbd9d2""]","{""#101417"": 0.5257, ""#dbd9d2"": 0.2069}",#101417,dark neutral,"video background, sidebar, grid layout, feature list, rounded buttons, split screen","minimal, modern, cool",0.75
Lapa Ninja (Post),Function Health,https://www.lapa.ninja/post/functionhealth/,https://cdn.lapa.ninja/assets/images/1x/functionhealth-thumb.jpg,"[""#fcf8ef"", ""#8d8076""]","{""#fcf8ef"": 0.658, ""#8d8076"": 0.0963}",#fcf8ef,light neutral,"large typography, grid layout, pricing cards, sidebar, avatar, feature list","modern, futuristic, trustworthy",0.75
Lapa Ninja (Post),Walbi,https://www.lapa.ninja/post/walbi/,https://cdn.lapa.ninja/assets/images/1x/walbi-thumb.jpg,"[""#080808"", ""#fbfbfb""]","{""#080808"": 0.9074, ""#fbfbfb"": 0.0589}",#080808,dark neutral,"video background, sidebar, rounded buttons, data table, icon list, grid layout","modern, futuristic, minimal",0.75
Lapa Ninja (Post),Osmo Supply,https://www.lapa.ninja/post/osmo-supply/,https://cdn.lapa.ninja/assets/images/1x/osmo-supply-thumb.jpg,"[""#030303"", ""#e3dedf""]","{""#030303"": 0.8149, ""#e3dedf"": 0.0908}",#030303,dark neutral,"grid layout, large typography, rounded buttons, footer, feature list, search bar","modern, minimal, futuristic",0.75
Lapa Ninja (Post),BLUEMARBLE,https://www.lapa.ninja/post/bluemarbleparis/,https://cdn.lapa.ninja/assets/images/1x/bluemarbleparis-thumb.jpg,"[""#eeebe3"", ""#856d51""]","{""#eeebe3"": 0.3148, ""#856d51"": 0.2523}",#eeebe3,light muted orange,"grid layout, rounded buttons, feature list, icon list, sidebar, search bar","warm, modern, minimal",0.66
Lapa Ninja (Post),Mercredi Studio,https://www.lapa.ninja/post/mercredistudio/,https://cdn.lapa.ninja/assets/images/1x/mercredistudio-thumb.jpg,"[""#eff2ea"", ""#bbbcb7""]","{""#eff2ea"": 0.4999, ""#bbbcb7"": 0.2441}",#eff2ea,light neutral,"video background, sidebar, pricing cards, grid layout, feature list, avatar","professional, modern, creative",0.75
Lapa Ninja (Post),Rootly,https://www.lapa.ninja/post/rootly/,https://cdn.lapa.ninja/assets/images/1x/rootly-thumb.jpg,"[""#d9c9cc"", ""#fdfcfd""]","{""#d9c9cc"": 0.2173, ""#fdfcfd"": 0.5435}",#d9c9cc,muted red,"rounded buttons, search bar, sidebar, video background, footer, feature list","modern, minimal, professional",0.61
Lapa Ninja (Post),Polène,https://www.lapa.ninja/post/polene/,https://cdn.lapa.ninja/assets/images/1x/polene-thumb.jpg,"[""#555850"", ""#fefefe""]","{""#555850"": 0.2341, ""#fefefe"": 0.2305}",#555850,muted gray,"rounded buttons, sidebar, grid layout, video background, pricing cards, feature list","minimal, luxury, bold",0.62
Lapa Ninja (Post),Airborne,https://www.lapa.ninja/post/airborne/,https://cdn.lapa.ninja/assets/images/1x/airborne-thumb.jpg,"[""#010101"", ""#faf3e6""]","{""#010101"": 0.6281, ""#faf3e6"": 0.2716}",#010101,dark neutral,"large typography, grid layout, sidebar, avatar, rounded buttons, data table","cool, futuristic, modern",0.75
Lapa Ninja (Post),VWLAB,https://www.lapa.ninja/post/vwlab/,https://cdn.lapa.ninja/assets/images/1x/vwlab-thumb.jpg,"[""#f5ebe0"", ""#fffffe""]","{""#f5ebe0"": 0.3313, ""#fffffe"": 0.5107}",#f5ebe0,light bright orange,"pricing cards, rounded buttons, sidebar, video background, grid layout, split screen","minimal, modern, professional",0.67
Lapa Ninja (Post),Cyd Stumpel,https://www.lapa.ninja/post/cydstumpel/,https://cdn.lapa.ninja/assets/images/1x/cydstumpel-thumb.jpg,"[""#fef4f0""]","{""#fef4f0"": 0.8448}",#fef4f0,light neutral,"feature list, sidebar, icon list, grid layout, large typography, footer","creative, artistic, modern",0.75
Lapa Ninja (Post),Modem,https://www.lapa.ninja/post/modemworks/,https://cdn.lapa.ninja/assets/images/1x/modemworks-thumb.jpg,"[""#0c0c07"", ""#fefbf5""]","{""#0c0c07"": 0.23, ""#fefbf5"": 0.408}",#0c0c07,dark neutral,"rounded buttons, grid layout, sidebar, cta button, footer, top navigation","modern, futuristic, minimal",0.61
Lapa Ninja (Post),brand.ai,https://www.lapa.ninja/post/brand-ai/,https://cdn.lapa.ninja/assets/images/1x/brand-ai-thumb.jpg,"[""#f5f4f1"", ""#131213""]","{""#f5f4f1"": 0.8183, ""#131213"": 0.0665}",#f5f4f1,light neutral,"large typography, grid layout, pricing cards, search bar, rounded buttons, sidebar","modern, minimal, futuristic",0.75
Lapa Ninja (Post),Popcorn,https://www.lapa.ninja/post/popcorn/,https://cdn.lapa.ninja/assets/images/1x/popcorn-thumb.jpg,"[""#f5f6f6""]","{""#f5f6f6"": 0.9542}",#f5f6f6,light neutral,"rounded buttons, search bar, footer, pricing cards, grid layout, feature list","minimal, modern, cool",0.75
Lapa Ninja (Post),Bee Computer,https://www.lapa.ninja/post/bee-computer/,https://cdn.lapa.ninja/assets/images/1x/bee-computer-thumb.jpg,"[""#eae3e7"", ""#fdd905""]","{""#eae3e7"": 0.243, ""#fdd905"": 0.2394}",#eae3e7,light muted magenta,"search bar, sidebar, rounded buttons, avatar, data table, feature list","futuristic, modern, cool",0.62
Lapa Ninja (Post),Henry Desroches,https://www.lapa.ninja/post/henry-codes-2/,https://cdn.lapa.ninja/assets/images/1x/henry-codes-2-thumb.jpg,"[""#2a2722"", ""#f9f9f9""]","{""#2a2722"": 0.3973, ""#f9f9f9"": 0.5286}",#2a2722,dark muted orange,"sidebar, large typography, icon list, search bar, feature list, grid layout","minimal, modern, trustworthy",0.7
Lapa Ninja (Post),M.Rodzik,https://www.lapa.ninja/post/mrodzik/,https://cdn.lapa.ninja/assets/images/1x/mrodzik-thumb.jpg,"[""#f5f5f4"", ""#26193d""]","{""#f5f5f4"": 0.8327, ""#26193d"": 0.0907}",#f5f5f4,light neutral,"rounded buttons, large typography, icon list, grid layout, top navigation, sidebar","minimal, modern, artistic",0.75
Lapa Ninja (Post),Daniel Sun,https://www.lapa.ninja/post/danielsun-2/,https://cdn.lapa.ninja/assets/images/1x/danielsun-2-thumb.jpg,"[""#fcfcf8"", ""#f9f2b3""]","{""#fcfcf8"": 0.6074, ""#f9f2b3"": 0.1306}",#fcfcf8,light neutral,"large typography, sidebar, search bar, split screen, grid layout, rounded buttons","modern, professional, minimal",0.75
Lapa Ninja (Post),Nodaleto,https://www.lapa.ninja/post/nodaleto/,https://cdn.lapa.ninja/assets/images/1x/nodaleto-thumb.jpg,"[""#f2f1f0"", ""#61100b""]","{""#f2f1f0"": 0.3993, ""#61100b"": 0.2111}",#f2f1f0,light neutral,"footer, rounded buttons, sidebar, form, grid layout, icon list","modern, cool, minimal",0.7
Lapa Ninja (Post),Büro,https://www.lapa.ninja/post/burocratik-2/,https://cdn.lapa.ninja/assets/images/1x/burocratik-2-thumb.jpg,"[""#29231c"", ""#fefefe""]","{""#29231c"": 0.191, ""#fefefe"": 0.5184}",#29231c,dark muted orange,"large typography, sidebar, feature list, video background, pricing cards, icon list","modern, minimal, professional",0.6
Lapa Ninja (Post),Adopt,https://www.lapa.ninja/post/weareadopt/,https://cdn.lapa.ninja/assets/images/1x/weareadopt-thumb.jpg,"[""#fffef9""]","{""#fffef9"": 0.9223}",#fffef9,light neutral,"large typography, sidebar, rounded buttons, feature list, pricing cards, top navigation","professional, trustworthy, luxury",0.75
Lapa Ninja (Post),Mickey Friedman,https://www.lapa.ninja/post/mickeyfriedman/,https://cdn.lapa.ninja/assets/images/1x/mickeyfriedman-thumb.jpg,"[""#dbdad5""]","{""#dbdad5"": 0.924}",#dbdad5,light gray,"large typography, grid layout, rounded buttons, sidebar, form, footer","minimal, modern, elegant",0.75
Lapa Ninja (Post),Lovework Studio,https://www.lapa.ninja/post/lovework-studio/,https://cdn.lapa.ninja/assets/images/1x/lovework-studio-thumb.jpg,"[""#06dca1"", ""#fefdf9""]","{""#06dca1"": 0.2397, ""#fefdf9"": 0.5916}",#06dca1,bright teal,"two-column layout, rounded buttons, sidebar, grid layout, large typography, video background","modern, minimal, futuristic",0.62
Lapa Ninja (Post),Mintlify,https://www.lapa.ninja/post/mintlify/,https://cdn.lapa.ninja/assets/images/1x/mintlify-thumb.jpg,"[""#090b0d"", ""#082422""]","{""#090b0d"": 0.6704, ""#082422"": 0.2254}",#090b0d,dark neutral,"search bar, grid layout, rounded buttons, top navigation, feature list, video background","minimal, modern, futuristic",0.75
Lapa Ninja (Post),Relocate Now,https://www.lapa.ninja/post/relocatenow/,https://cdn.lapa.ninja/assets/images/1x/relocatenow-thumb.jpg,"[""#600234"", ""#fcf7ed""]","{""#600234"": 0.5623, ""#fcf7ed"": 0.268}",#600234,dark bright magenta,"rounded buttons, sidebar, grid layout, large typography, two-column layout, footer","modern, calm, professional",0.75
Lapa Ninja (Post),Happy Droid,https://www.lapa.ninja/post/happydroid/,https://cdn.lapa.ninja/assets/images/1x/happydroid-thumb.jpg,"[""#ebf5db"", ""#bfbeb5""]","{""#ebf5db"": 0.4528, ""#bfbeb5"": 0.3594}",#ebf5db,light bright green,"rounded buttons, large typography, avatar, sidebar, centered hero, grid layout","futuristic, creative, modern",0.73
Lapa Ninja (Post),Stas Bondar,https://www.lapa.ninja/post/stabondar/,https://cdn.lapa.ninja/assets/images/1x/stabondar-thumb.jpg,"[""#0a0a0a"", ""#707070""]","{""#0a0a0a"": 0.8666, ""#707070"": 0.0581}",#0a0a0a,dark neutral,"large typography, sidebar, grid layout, split screen, video background, hero image","modern, minimal, futuristic",0.75
Lapa Ninja (Post),The Happy Few,https://www.lapa.ninja/post/thehappyfew/,https://cdn.lapa.ninja/assets/images/1x/thehappyfew-thumb.jpg,"[""#d8cfc9"", ""#f9ea76""]","{""#d8cfc9"": 0.4587, ""#f9ea76"": 0.2777}",#d8cfc9,muted orange,"sidebar, large typography, footer, split screen, rounded buttons, feature list","modern, friendly, minimal",0.73
Lapa Ninja (Post),AYOCIN,https://www.lapa.ninja/post/ayocin/,https://cdn.lapa.ninja/assets/images/1x/ayocin-thumb.jpg,"[""#272716"", ""#ccbc9e""]","{""#272716"": 0.4316, ""#ccbc9e"": 0.2083}",#272716,dark muted yellow,"large typography, single column, video background, split screen, sidebar, avatar","modern, minimal, futuristic",0.72
Lapa Ninja (Post),Maria Santos,https://www.lapa.ninja/post/saintsmary/,https://cdn.lapa.ninja/assets/images/1x/saintsmary-thumb.jpg,"[""#f2e5f6"", ""#5c3b46""]","{""#f2e5f6"": 0.8067, ""#5c3b46"": 0.0735}",#f2e5f6,light neutral,"large typography, sidebar, feature list, grid layout, footer, video background","creative, artistic, modern",0.75
Lapa Ninja (Post),Inette,https://www.lapa.ninja/post/inette/,https://cdn.lapa.ninja/assets/images/1x/inette-thumb.jpg,"[""#ebeaea"", ""#191919""]","{""#ebeaea"": 0.7881, ""#191919"": 0.1281}",#ebeaea,light gray,"large typography, rounded buttons, cta button, sidebar, footer, search bar","modern, minimal, futuristic",0.75
Lapa Ninja (Post),Wand,https://www.lapa.ninja/post/wand-2/,https://cdn.lapa.ninja/assets/images/1x/wand-2-thumb.jpg,"[""#57483d"", ""#fcfbfb""]","{""#57483d"": 0.1874, ""#fcfbfb"": 0.4539}",#57483d,muted orange,"search bar, split screen, feature list, sidebar, large typography, grid layout","artistic, creative, modern",0.59
Lapa Ninja (Post),Qudrix,https://www.lapa.ninja/post/qudrix/,https://cdn.lapa.ninja/assets/images/1x/qudrix-thumb.jpg,"[""#d2d1d1"", ""#e4e9f7""]","{""#d2d1d1"": 0.6701, ""#e4e9f7"": 0.0999}",#d2d1d1,light gray,"grid layout, large typography, sidebar, feature list, pricing cards, form","modern, professional, futuristic",0.75
Lapa Ninja (Post),Hiking Patrol,https://www.lapa.ninja/post/hikingpatrol/,https://cdn.lapa.ninja/assets/images/1x/hikingpatrol-thumb.jpg,"[""#f1efea"", ""#22231f""]","{""#f1efea"": 0.273, ""#22231f"": 0.2673}",#f1efea,light neutral,"sidebar, grid layout, footer, rounded buttons, form, icon list","modern, futuristic, warm",0.64
Lapa Ninja (Post),Ori,https://www.lapa.ninja/post/ori/,https://cdn.lapa.ninja/assets/images/1x/ori-thumb.jpg,"[""#60a3a9"", ""#fbfcfc""]","{""#60a3a9"": 0.2879, ""#fbfcfc"": 0.3266}",#60a3a9,muted teal,"cta button, rounded buttons, sidebar, grid layout, video background, form","minimal, futuristic, modern",0.64
Lapa Ninja (Post),Prept,https://www.lapa.ninja/post/prept-foundation/,https://cdn.lapa.ninja/assets/images/1x/prept-foundation-thumb.jpg,"[""#0b7233"", ""#fdfcf6""]","{""#0b7233"": 0.1976, ""#fdfcf6"": 0.6812}",#0b7233,dark bright green,"large typography, rounded buttons, pricing cards, footer, grid layout, sidebar","minimal, friendly, creative",0.6
Lapa Ninja (Post),Bakken & Bæck,https://www.lapa.ninja/post/bakkenbaeck-4/,https://cdn.lapa.ninja/assets/images/1x/bakkenbaeck-4-thumb.jpg,"[""#c2b9ad"", ""#fefefe""]","{""#c2b9ad"": 0.209, ""#fefefe"": 0.4102}",#c2b9ad,muted orange,"grid layout, rounded buttons, pricing cards, large typography, feature list, form","modern, minimal, futuristic",0.6
Lapa Ninja (Post),Oxide Computer,https://www.lapa.ninja/post/oxide-computer-2/,https://cdn.lapa.ninja/assets/images/1x/oxide-computer-2-thumb.jpg,"[""#081013""]","{""#081013"": 0.9767}",#081013,dark neutral,"data table, grid layout, rounded buttons, chart, large typography, feature list","minimal, modern, calm",0.75
Lapa Ninja (Post),AniMattor,https://www.lapa.ninja/post/animattor/,https://cdn.lapa.ninja/assets/images/1x/animattor-thumb.jpg,"[""#f9f9fc"", ""#d4c6c8""]","{""#f9f9fc"": 0.7586, ""#d4c6c8"": 0.1143}",#f9f9fc,light neutral,"video background, icon list, feature list, sidebar, grid layout, avatar","modern, cool, minimal",0.75
Lapa Ninja (Post),Say Briefly,https://www.lapa.ninja/post/saybriefly/,https://cdn.lapa.ninja/assets/images/1x/saybriefly-thumb.jpg,"[""#faf9f4"", ""#21350c""]","{""#faf9f4"": 0.8345, ""#21350c"": 0.0642}",#faf9f4,light neutral,"sidebar, split screen, video background, search bar, pricing cards, rounded buttons","minimal, modern, professional",0.75
Lapa Ninja (Post),ITEM Amsterdam,https://www.lapa.ninja/post/item-amsterdam/,https://cdn.lapa.ninja/assets/images/1x/item-amsterdam-thumb.jpg,"[""#1c1c21"", ""#f6f5f5""]","{""#1c1c21"": 0.186, ""#f6f5f5"": 0.588}",#1c1c21,dark gray,"large typography, form, data table, icon list, grid layout, sidebar","modern, minimal, cool",0.59
Lapa Ninja (Post),Designgal Studio,https://www.lapa.ninja/post/designgal-studio/,https://cdn.lapa.ninja/assets/images/1x/designgal-studio-thumb.jpg,"[""#f9f4e7"", ""#e39cda""]","{""#f9f4e7"": 0.5506, ""#e39cda"": 0.192}",#f9f4e7,light neutral,"grid layout, pricing cards, rounded buttons, data table, sidebar, large typography","modern, minimal, artistic",0.75
Lapa Ninja (Post),Heyday Canning,https://www.lapa.ninja/post/heydaycanning/,https://cdn.lapa.ninja/assets/images/1x/heydaycanning-thumb.jpg,"[""#faf5d6"", ""#443e19""]","{""#faf5d6"": 0.3486, ""#443e19"": 0.2669}",#faf5d6,light neutral,"grid layout, pricing cards, sidebar, large typography, feature list, footer","retro, creative, cool",0.67
Lapa Ninja (Post),Fleerackers,https://www.lapa.ninja/post/fleerackers/,https://cdn.lapa.ninja/assets/images/1x/fleerackers-thumb.jpg,"[""#fefefc"", ""#5d2c0d""]","{""#fefefc"": 0.5375, ""#5d2c0d"": 0.1689}",#fefefc,light neutral,"footer, sidebar, icon list, logo, card list, hero image","bold, cool, artistic",0.75
Lapa Ninja (Post),Desdoigts,https://www.lapa.ninja/post/desdoigts/,https://cdn.lapa.ninja/assets/images/1x/desdoigts-thumb.jpg,"[""#d4c9c0"", ""#f4f3f2""]","{""#d4c9c0"": 0.3165, ""#f4f3f2"": 0.3323}",#d4c9c0,muted orange,"rounded buttons, large typography, grid layout, pricing cards, icon list, sidebar","luxury, modern, professional",0.66
Lapa Ninja (Post),Native,https://www.lapa.ninja/post/native/,https://cdn.lapa.ninja/assets/images/1x/native-thumb.jpg,"[""#dff15e"", ""#fdfdfd""]","{""#dff15e"": 0.2483, ""#fdfdfd"": 0.6057}",#dff15e,bright yellow,"large typography, grid layout, search bar, sidebar, rounded buttons, footer","minimal, futuristic, modern",0.62
Lapa Ninja (Post),Entuitive,https://www.lapa.ninja/post/entuitiveengineering/,https://cdn.lapa.ninja/assets/images/1x/entuitiveengineering-thumb.jpg,"[""#efefee"", ""#7b6457""]","{""#efefee"": 0.4596, ""#7b6457"": 0.1824}",#efefee,light neutral,"large typography, feature list, grid layout, form, sidebar, two-column layout","futuristic, modern, creative",0.73
Lapa Ninja (Post),OMMO,https://www.lapa.ninja/post/ommo/,https://cdn.lapa.ninja/assets/images/1x/ommo-thumb.jpg,"[""#131313"", ""#e9e9e6""]","{""#131313"": 0.8112, ""#e9e9e6"": 0.0951}",#131313,dark neutral,"split screen, grid layout, footer, sidebar, feature list, rounded buttons","modern, professional, cool",0.75
Lapa Ninja (Post),Reveal Studio,https://www.lapa.ninja/post/revealstudio/,https://cdn.lapa.ninja/assets/images/1x/revealstudio-thumb.jpg,"[""#f5f4e9"", ""#e7d0fb""]","{""#f5f4e9"": 0.4992, ""#e7d0fb"": 0.3018}",#f5f4e9,light neutral,"grid layout, sidebar, top navigation, feature list, search bar, large typography","minimal, creative, modern",0.75
Lapa Ninja (Post),OODOS,https://www.lapa.ninja/post/oodos/,https://cdn.lapa.ninja/assets/images/1x/oodos-thumb.jpg,"[""#101314"", ""#f8f8f7""]","{""#101314"": 0.6163, ""#f8f8f7"": 0.2614}",#101314,dark neutral,"large typography, grid layout, video background, top navigation, sidebar, search bar","minimal, modern, futuristic",0.75
Lapa Ninja (Post),New Valley Labs,https://www.lapa.ninja/post/newvalleylabs/,https://cdn.lapa.ninja/assets/images/1x/newvalleylabs-thumb.jpg,"[""#e4d8ba"", ""#5f392c""]","{""#e4d8ba"": 0.5736, ""#5f392c"": 0.3594}",#e4d8ba,bright orange,"large typography, video background, sidebar, avatar, hero illustration, hero image","creative, friendly, minimal",0.75
Lapa Ninja (Post),Hyperplex,https://www.lapa.ninja/post/hyperplex/,https://cdn.lapa.ninja/assets/images/1x/hyperplex-thumb.jpg,"[""#0f0e0e"", ""#2a2415""]","{""#0f0e0e"": 0.7311, ""#2a2415"": 0.2326}",#0f0e0e,dark neutral,"data table, search bar, grid layout, video background, pricing cards, top navigation","minimal, modern, cool",0.75
Lapa Ninja (Post),Monolith,https://www.lapa.ninja/post/monolith-nyc/,https://cdn.lapa.ninja/assets/images/1x/monolith-nyc-thumb.jpg,"[""#0f0f0f"", ""#c8c5bf""]","{""#0f0f0f"": 0.4144, ""#c8c5bf"": 0.3162}",#0f0f0f,dark neutral,"large typography, two-column layout, form, data table, grid layout, rounded buttons","modern, minimal, artistic",0.71
Lapa Ninja (Post),Roberta Ungaro,https://www.lapa.ninja/post/robertaungaro/,https://cdn.lapa.ninja/assets/images/1x/robertaungaro-thumb.jpg,"[""#edebe8"", ""#1e1a17""]","{""#edebe8"": 0.3165, ""#1e1a17"": 0.2854}",#edebe8,light muted orange,"grid layout, sidebar, icon list, feature list, form, avatar","modern, minimal, artistic",0.66
Lapa Ninja (Post),Statamic,https://www.lapa.ninja/post/statamic-2/,https://cdn.lapa.ninja/assets/images/1x/statamic-2-thumb.jpg,"[""#fbf8fa"", ""#e9d5cd""]","{""#fbf8fa"": 0.8091, ""#e9d5cd"": 0.1136}",#fbf8fa,light neutral,"rounded buttons, sidebar, feature list, search bar, grid layout, video background","minimal, modern, professional",0.75
Lapa Ninja (Post),111 West 57th Street,https://www.lapa.ninja/post/111w57/,https://cdn.lapa.ninja/assets/images/1x/111w57-thumb.jpg,"[""#5f503a"", ""#fefefd""]","{""#5f503a"": 0.2839, ""#fefefd"": 0.2573}",#5f503a,muted orange,"two-column layout, single column, rounded buttons, large typography, top navigation, grid layout","modern, luxury, warm",0.64
Lapa Ninja (Post),Spellbook,https://www.lapa.ninja/post/spellbook/,https://cdn.lapa.ninja/assets/images/1x/spellbook-thumb.jpg,"[""#151a1d"", ""#ebeef1""]","{""#151a1d"": 0.7511, ""#ebeef1"": 0.1107}",#151a1d,dark muted blue,"search bar, large typography, rounded buttons, sidebar, top navigation, split screen","modern, minimal, futuristic",0.75
Lapa Ninja (Post),Cap,https://www.lapa.ninja/post/cap/,https://cdn.lapa.ninja/assets/images/1x/cap-thumb.jpg,"[""#6495f8"", ""#fdfefe""]","{""#6495f8"": 0.33, ""#fdfefe"": 0.464}",#6495f8,bright blue,"pricing cards, rounded buttons, top navigation, cta button, video background, search bar","minimal, modern, futuristic",0.67
Lapa Ninja (Post),Koffiracha,https://www.lapa.ninja/post/koffiracha/,https://cdn.lapa.ninja/assets/images/1x/koffiracha-thumb.jpg,"[""#e9e15a"", ""#fafaf6""]","{""#e9e15a"": 0.3241, ""#fafaf6"": 0.2725}",#e9e15a,bright yellow,"sidebar, large typography, feature list, pricing cards, grid layout, search bar","bold, luxury, modern",0.66
Lapa Ninja (Post),Portal,https://www.lapa.ninja/post/portalgaming/,https://cdn.lapa.ninja/assets/images/1x/portalgaming-thumb.jpg,"[""#e4dcfc"", ""#fdfdfe""]","{""#e4dcfc"": 0.3233, ""#fdfdfe"": 0.6148}",#e4dcfc,light bright blue,"sidebar, avatar, video background, search bar, split screen, feature list","minimal, modern, futuristic",0.66
Lapa Ninja (Post),Jasmina Denner,https://www.lapa.ninja/post/jasminadenner/,https://cdn.lapa.ninja/assets/images/1x/jasminadenner-thumb.jpg,"[""#0b0826""]","{""#0b0826"": 0.8981}",#0b0826,dark neutral,"large typography, rounded buttons, avatar, grid layout, form, centered hero","futuristic, minimal, modern",0.75
Lapa Ninja (Post),Genesis Creative,https://www.lapa.ninja/post/genesiscreative/,https://cdn.lapa.ninja/assets/images/1x/genesiscreative-thumb.jpg,"[""#fbfaf9"", ""#22211f""]","{""#fbfaf9"": 0.6249, ""#22211f"": 0.1411}",#fbfaf9,light neutral,"large typography, rounded buttons, pricing cards, grid layout, sidebar, feature list","modern, bold, creative",0.75
Lapa Ninja (Post),Airtree,https://www.lapa.ninja/post/airtree/,https://cdn.lapa.ninja/assets/images/1x/airtree-thumb.jpg,"[""#f5f3e2"", ""#cfd7da""]","{""#f5f3e2"": 0.5573, ""#cfd7da"": 0.1879}",#f5f3e2,light neutral,"rounded buttons, video background, sidebar, grid layout, split screen, feature list","modern, professional, minimal",0.75
Lapa Ninja (Post),Melrosepr,https://www.lapa.ninja/post/melrosepr/,https://cdn.lapa.ninja/assets/images/1x/melrosepr-thumb.jpg,"[""#f5f2eb"", ""#eec79c""]","{""#f5f2eb"": 0.5166, ""#eec79c"": 0.1872}",#f5f2eb,light neutral,"large typography, rounded buttons, sidebar, grid layout, two-column layout, centered hero","professional, retro, minimal",0.75
Lapa Ninja (Post),ODA,https://www.lapa.ninja/post/oda-services/,https://cdn.lapa.ninja/assets/images/1x/oda-services-thumb.jpg,"[""#010101"", ""#a2a2a2""]","{""#010101"": 0.7353, ""#a2a2a2"": 0.1124}",#010101,dark neutral,"large typography, grid layout, icon list, footer, rounded buttons, search bar","minimal, modern, retro",0.75
Lapa Ninja (Post),Summer Smash Tennis,https://www.lapa.ninja/post/summersmashtennis/,https://cdn.lapa.ninja/assets/images/1x/summersmashtennis-thumb.jpg,"[""#fefbf4"", ""#2a4434""]","{""#fefbf4"": 0.7446, ""#2a4434"": 0.0941}",#fefbf4,light neutral,"sidebar, feature list, pricing cards, video background, two-column layout, grid layout","professional, friendly, creative",0.75
Lapa Ninja (Post),Pudgy Penguins,https://www.lapa.ninja/post/pudgypenguins/,https://cdn.lapa.ninja/assets/images/1x/pudgypenguins-thumb.jpg,"[""#f9f1ea"", ""#3594cb""]","{""#f9f1ea"": 0.2979, ""#3594cb"": 0.2757}",#f9f1ea,light neutral,"sidebar, hero illustration, hero image, rounded buttons, feature list, top navigation","modern, minimal, creative",0.65
Lapa Ninja (Post),Euphemia,https://www.lapa.ninja/post/euphemia/,https://cdn.lapa.ninja/assets/images/1x/euphemia-thumb.jpg,"[""#f7f7f6"", ""#fcae33""]","{""#f7f7f6"": 0.5001, ""#fcae33"": 0.1392}",#f7f7f6,light neutral,"large typography, pricing cards, grid layout, data table, chart, video background","minimal, modern, artistic",0.75
Lapa Ninja (Post),Paloceras,https://www.lapa.ninja/post/paloceras/,https://cdn.lapa.ninja/assets/images/1x/paloceras-thumb.jpg,"[""#e7e9e2"", ""#d0cccb""]","{""#e7e9e2"": 0.4552, ""#d0cccb"": 0.2143}",#e7e9e2,light muted green,"grid layout, avatar, rounded buttons, large typography, split screen, video background","futuristic, modern, minimal",0.73
Lapa Ninja (Post),Woset,https://www.lapa.ninja/post/woset-2/,https://cdn.lapa.ninja/assets/images/1x/woset-2-thumb.jpg,"[""#e1e3e2"", ""#b0b2c2""]","{""#e1e3e2"": 0.5383, ""#b0b2c2"": 0.2246}",#e1e3e2,light gray,"grid layout, top navigation, large typography, search bar, rounded buttons, pricing cards","modern, creative, artistic",0.75
Lapa Ninja (Post),Studio 38,https://www.lapa.ninja/post/weare38/,https://cdn.lapa.ninja/assets/images/1x/weare38-thumb.jpg,"[""#210204"", ""#413529""]","{""#210204"": 0.705, ""#413529"": 0.1527}",#210204,dark neutral,"large typography, sidebar, video background, avatar, footer, search bar","modern, serious, minimal",0.75
Lapa Ninja (Post),St Kilda Orthodontics,https://www.lapa.ninja/post/stkildaorthodontics/,https://cdn.lapa.ninja/assets/images/1x/stkildaorthodontics-thumb.jpg,"[""#7e8cb3"", ""#f4f7fb""]","{""#7e8cb3"": 0.2597, ""#f4f7fb"": 0.6919}",#7e8cb3,muted blue,"sidebar, video background, feature list, pricing cards, footer, icon list","creative, artistic, cool",0.63
